# W=1920 H=1080
x,y
1742.134,358.207
1741.398,356.323
1740.676,354.311
1739.912,352.316
1739.102,350.340
1738.247,348.384
1737.346,346.446
1736.399,344.527
1735.423,342.620
1734.412,340.737
1733.351,338.926
1732.240,337.155
1731.114,335.399
1729.966,333.652
1728.788,331.870
1727.605,330.041
1726.396,328.207
1725.141,326.392
1723.861,324.595
1722.565,322.816
1721.246,321.072
1719.897,319.353
1718.537,317.638
1717.177,315.923
1715.828,314.203
1714.483,312.475
1713.143,310.733
1711.799,309.003
1710.434,307.299
1709.060,305.617
1707.658,303.958
1706.256,302.298
1704.804,300.784
1703.310,299.419
1701.817,298.054
1700.313,296.712
1698.795,295.406
1697.264,294.130
1695.722,292.883
1694.155,291.623
1692.588,290.362
1691.021,289.102
1689.459,287.831
1687.896,286.563
1686.324,285.314
1684.748,284.125
1683.156,283.000
1681.559,281.903
1679.936,280.813
1678.265,279.675
1676.558,278.514
1674.858,277.335
1673.158,276.156
1671.325,274.872
1669.474,273.612
1667.605,272.372
1665.600,271.035
1663.587,269.716
1661.571,268.407
1659.556,267.093
1657.543,265.775
1655.526,264.468
1653.503,263.175
1651.285,261.805
1649.069,260.428
1646.854,259.051
1644.566,257.606
1642.285,256.145
1640.006,254.677
1637.663,253.177
1635.300,251.704
1632.859,250.230
1630.380,248.752
1627.898,247.284
1625.411,245.826
1622.876,244.352
1620.335,242.892
1617.647,241.390
1614.806,239.839
1611.950,238.289
1609.137,236.798
1606.215,235.264
1603.228,233.701
1600.203,232.137
1597.240,230.658
1594.208,229.158
1591.169,227.705
1588.259,226.368
1585.338,225.057
1582.372,223.721
1579.359,222.366
1576.296,220.997
1573.105,219.580
1569.907,218.177
1566.861,216.912
1563.758,215.648
1560.597,214.396
1557.504,213.218
1554.415,212.034
1551.242,210.841
1547.849,209.568
1544.492,208.316
1541.064,207.028
1537.665,205.763
1534.268,204.495
1530.725,203.163
1527.230,201.881
1523.730,200.611
1520.294,199.359
1517.005,198.167
1513.703,196.966
1510.354,195.747
1507.097,194.587
1503.850,193.458
1500.539,192.313
1497.237,191.200
1494.006,190.103
1490.663,188.942
1487.320,187.779
1483.986,186.610
1480.691,185.497
1477.357,184.433
1473.825,183.329
1470.416,182.291
1466.962,181.226
1463.512,180.152
1460.011,179.069
1456.479,177.966
1452.954,176.846
1449.387,175.695
1445.860,174.527
1442.620,173.461
1439.271,172.343
1436.056,171.294
1432.780,170.223
1429.497,169.168
1426.227,168.152
1422.892,167.091
1419.567,166.017
1416.258,165.011
1412.943,164.036
1409.586,163.100
1406.187,162.190
1402.842,161.313
1399.542,160.458
1396.340,159.636
1393.186,158.829
1389.707,157.979
1386.354,157.133
1382.927,156.252
1379.435,155.340
1375.752,154.340
1372.151,153.324
1368.791,152.372
1365.437,151.415
1362.052,150.480
1358.715,149.560
1355.324,148.660
1352.017,147.843
1348.697,147.065
1345.341,146.335
1341.900,145.616
1338.456,144.907
1335.037,144.230
1331.628,143.530
1328.284,142.843
1324.949,142.135
1321.751,141.441
1318.599,140.768
1315.436,140.108
1312.095,139.447
1308.758,138.761
1305.338,138.062
1302.004,137.368
1298.516,136.649
1295.031,135.920
1291.554,135.215
1287.855,134.522
1284.471,133.911
1281.078,133.340
1277.752,132.818
1274.487,132.318
1271.196,131.855
1267.815,131.357
1264.447,130.830
1261.078,130.293
1257.786,129.793
1254.486,129.309
1251.308,128.843
1248.128,128.343
1244.721,127.838
1241.241,127.315
1237.887,126.815
1234.405,126.295
1231.012,125.817
1227.620,125.388
1224.076,124.976
1220.528,124.588
1216.971,124.223
1213.261,123.848
1209.555,123.469
1205.953,123.063
1202.357,122.644
1198.819,122.202
1195.290,121.764
1191.904,121.352
1188.521,120.968
1185.125,120.562
1181.881,120.159
1178.570,119.748
1175.207,119.327
1171.730,118.908
1168.060,118.472
1164.611,118.097
1161.256,117.802
1157.891,117.571
1154.313,117.360
1150.736,117.118
1147.020,116.844
1143.334,116.595
1139.515,116.321
1135.928,116.032
1132.488,115.752
1129.062,115.442
1125.768,115.139
1122.160,114.779
1118.546,114.379
1115.075,113.984
1111.601,113.581
1108.129,113.173
1104.786,112.791
1101.432,112.452
1098.216,112.158
1094.998,111.916
1091.493,111.718
1087.988,111.526
1084.485,111.358
1080.976,111.190
1077.425,111.026
1073.873,110.865
1070.351,110.671
1066.837,110.458
1063.422,110.200
1060.108,109.950
1056.757,109.675
1053.337,109.388
1049.844,109.081
1046.513,108.760
1043.095,108.453
1039.778,108.208
1036.417,107.972
1033.118,107.778
1029.770,107.616
1026.349,107.477
1022.845,107.383
1019.270,107.303
1015.775,107.242
1012.276,107.189
1008.788,107.110
1005.303,107.024
1001.759,106.958
998.007,106.877
994.264,106.748
990.522,106.600
986.773,106.423
983.362,106.246
979.874,106.068
976.321,105.859
972.730,105.673
969.123,105.520
965.535,105.375
961.929,105.267
958.359,105.190
954.809,105.142
951.346,105.117
947.918,105.085
944.552,105.027
941.179,104.963
937.761,104.954
934.314,104.970
930.669,104.989
927.027,104.986
923.445,104.970
919.904,104.937
916.428,104.905
912.743,104.889
909.117,104.903
905.722,104.968
902.331,105.048
898.933,105.176
895.268,105.342
891.636,105.533
888.247,105.743
